"E8012001","E8012002","E8012003","E8012004","E8012005","E8012006","E8012007","E8012008","E8012009","E8012010","E8012011","E8012012","R0000100","R0536300","R0536401","R0536402","R1235800","R1482600"
99,99,99,99,99,99,99,99,1,99,99,99,2611,1,12,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2612,2,4,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2613,1,3,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2614,1,6,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2615,1,2,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2616,1,4,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2617,2,2,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2618,1,7,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2619,2,10,1981,1,4
0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,2620,2,1,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2621,2,1,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2622,1,3,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2623,1,6,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2624,1,7,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2625,2,7,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2626,2,8,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2627,1,3,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2628,1,10,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2629,1,9,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2630,1,9,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2631,1,7,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2632,2,5,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2633,1,8,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2634,2,5,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2635,2,12,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2636,2,5,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2637,1,5,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2638,2,10,1980,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2639,2,8,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2640,2,3,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2641,1,8,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2642,2,12,1982,1,4
99,99,99,99,99,99,99,1,99,99,99,99,2643,1,2,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2644,1,1,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2645,2,4,1984,1,3
0,0,0,0,0,0,0,0,0,0,0,0,2648,1,3,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2649,1,10,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2650,2,5,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2651,1,6,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2652,1,2,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2653,2,12,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2654,2,2,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2655,2,6,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2656,2,7,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2657,2,6,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2658,1,10,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2659,2,5,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2660,1,1,1980,1,4
0,0,0,0,0,0,0,0,0,0,1,99,2661,1,9,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2662,1,4,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2663,2,11,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2664,2,5,1981,1,4
0,0,0,0,0,0,0,0,0,1,99,99,2665,1,11,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2666,1,5,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2667,2,6,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2668,1,9,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2669,2,6,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2670,2,3,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2671,2,3,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2672,2,11,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2673,1,9,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2674,2,6,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2675,2,12,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2676,1,7,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2677,1,5,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2678,1,5,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2679,2,1,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2680,2,11,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2681,2,7,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2682,1,9,1983,1,1
99,99,99,99,99,99,99,99,99,99,99,99,2683,1,9,1983,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2684,2,4,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2685,2,3,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2686,2,1,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2687,2,10,1983,1,4
99,99,99,99,99,1,99,99,99,1,99,99,2688,1,12,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2689,1,2,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2690,1,3,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2691,2,8,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2692,1,2,1980,1,4
0,0,1,99,99,99,99,99,99,99,99,99,2693,1,11,1981,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2694,1,1,1980,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2695,1,12,1981,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2696,1,9,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2697,1,1,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2698,2,6,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2699,2,3,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2700,1,10,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2701,1,1,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2702,1,4,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2703,1,8,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2704,1,4,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2705,2,8,1980,1,4
0,0,0,0,0,0,1,99,99,99,99,1,2706,1,1,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2707,2,8,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2708,2,7,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2709,2,5,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2710,1,7,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2711,1,4,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2712,2,2,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2713,1,10,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2714,1,4,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2715,1,1,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2716,1,10,1983,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2717,2,10,1980,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2718,2,9,1983,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2719,1,9,1984,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2720,2,12,1980,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2721,1,8,1982,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2722,2,4,1981,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2723,2,12,1984,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2724,2,6,1982,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2725,2,7,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2726,2,9,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2727,1,12,1982,1,2
0,0,0,0,0,0,0,0,0,0,0,0,2728,1,3,1984,1,4
0,0,0,0,0,1,99,99,99,99,99,99,2729,2,1,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2730,1,4,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2731,1,7,1982,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2732,1,11,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2733,1,5,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2734,2,1,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2735,1,11,1984,1,2
0,0,0,0,0,0,0,0,0,0,0,0,2736,1,2,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2737,1,4,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2738,1,9,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2739,2,1,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2740,2,9,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2741,1,1,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2742,1,12,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2743,1,12,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2744,2,3,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2745,2,6,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2746,2,10,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,2747,1,3,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2748,2,12,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2749,2,5,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2750,2,11,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2751,2,12,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2752,1,7,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2753,1,11,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2754,2,1,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2755,1,5,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2756,1,8,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2757,2,4,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2758,1,8,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2759,1,11,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2760,2,4,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2761,1,1,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2762,1,3,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2763,2,8,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2764,2,10,1984,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2765,1,6,1982,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2766,1,4,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2767,2,7,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2768,2,10,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2769,2,1,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2770,2,12,1980,1,4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2771,2,4,1980,1,4
0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2772,2,11,1982,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2773,1,8,1981,1,4
99,99,99,99,99,1,99,99,99,99,99,99,2774,1,3,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2775,1,8,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2776,1,5,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2777,2,5,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2778,1,1,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2779,1,8,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2780,2,2,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2781,2,3,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2782,2,5,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2783,2,6,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2784,2,4,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2785,2,1,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2786,1,9,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2787,2,2,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2788,1,7,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2789,1,4,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2790,1,1,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2791,1,10,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2792,2,5,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2793,2,12,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2794,1,5,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2795,1,5,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2796,2,4,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2797,2,12,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,1,2798,1,10,1983,1,4
0,0,0,0,0,0,0,0,0,1,99,1,2799,1,8,1980,1,1
99,99,99,1,1,1,1,99,99,99,99,1,2800,1,11,1981,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2801,2,3,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2802,2,12,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2803,2,12,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2804,2,6,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2805,2,10,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2806,2,1,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2807,1,1,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2808,1,5,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2809,2,5,1981,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2810,1,3,1983,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2811,2,10,1984,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2812,2,1,1981,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2813,1,8,1982,1,1
99,99,99,99,99,99,99,99,99,99,99,99,2814,1,7,1980,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2815,2,6,1983,1,1
99,99,99,99,99,99,99,99,99,99,99,99,2816,2,7,1984,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2817,2,4,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2818,2,1,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2819,1,3,1981,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2820,2,1,1983,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2821,2,9,1981,1,1
99,99,99,99,99,99,99,99,99,99,99,99,2822,1,11,1982,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2823,1,4,1980,1,1
99,99,99,99,99,99,99,99,99,99,99,99,2824,2,8,1980,1,1
99,99,99,99,99,99,99,99,99,99,99,99,2825,1,4,1982,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2826,2,1,1984,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2827,2,11,1982,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2828,2,12,1982,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2829,1,9,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2830,1,9,1982,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2831,1,6,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2832,2,4,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2833,1,5,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2834,2,3,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2835,1,8,1981,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2836,2,4,1980,1,1
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2837,2,4,1980,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2838,2,6,1982,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2839,2,8,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2840,2,12,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2841,2,9,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2842,2,3,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2843,2,5,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2844,2,4,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2845,2,12,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2846,1,9,1982,1,4
99,99,99,1,99,99,4,99,99,99,99,99,2847,2,7,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2848,2,11,1980,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2849,2,3,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2850,1,2,1980,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2851,1,12,1983,1,4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2852,2,10,1983,1,4
99,99,99,99,99,99,99,99,99,1,99,99,2853,2,12,1981,1,4
1,99,99,99,99,1,99,99,99,99,99,99,2854,1,8,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2855,2,8,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2856,2,12,1983,1,4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2857,1,9,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2858,1,1,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2859,2,3,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2860,1,9,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2861,2,7,1982,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2862,1,11,1981,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2863,1,10,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2864,2,2,1982,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2865,2,11,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2866,1,1,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2867,1,5,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2868,1,11,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2869,2,6,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2870,2,12,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2871,1,8,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2872,1,12,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2873,1,4,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2874,1,6,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2875,1,11,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2876,1,8,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2877,2,1,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2878,2,1,1980,1,4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2879,2,8,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2880,1,12,1984,1,4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2881,1,11,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2882,1,6,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2883,1,10,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2884,1,11,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2885,2,12,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2886,1,2,1984,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2887,2,12,1982,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2888,1,5,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2889,2,9,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2890,1,7,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2891,1,10,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2892,2,4,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2893,1,10,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2894,2,6,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2895,1,11,1982,1,3
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2896,1,11,1980,1,4
0,0,0,0,0,0,0,1,99,99,99,99,2897,1,12,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2898,1,8,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2899,1,3,1981,1,4
99,99,99,99,99,99,99,1,99,99,99,99,2900,1,11,1981,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2901,1,4,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2902,2,7,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2903,2,11,1983,1,2
99,99,99,99,99,99,99,99,1,99,99,99,2904,1,9,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2905,2,8,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2906,1,10,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2907,1,4,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2908,1,5,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2909,2,12,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2910,1,2,1980,1,1
99,99,99,99,99,99,99,99,99,99,99,99,2911,1,5,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2912,2,2,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2913,2,2,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2914,2,5,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2915,1,11,1980,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2916,1,9,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2917,1,4,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2918,1,8,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2919,1,9,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2920,1,3,1982,1,4
99,99,99,99,99,1,1,99,99,99,99,99,2921,1,1,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2922,2,6,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2923,1,10,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2924,2,9,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2925,1,11,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2926,1,1,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2927,2,1,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2928,2,9,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2929,2,5,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2930,1,6,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2931,1,9,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,2932,2,6,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2933,2,9,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2934,2,8,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2935,2,12,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2936,2,2,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2937,2,10,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2938,1,11,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2939,1,8,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2940,2,2,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2941,1,10,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2942,2,6,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2943,2,2,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2944,2,1,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2945,1,6,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2946,2,10,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2947,1,12,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2948,2,12,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2949,1,4,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2950,1,2,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2951,1,9,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2952,2,9,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2953,2,8,1982,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2954,1,8,1982,1,1
99,99,99,99,99,99,99,99,99,99,99,99,2955,1,11,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2956,2,2,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2957,1,9,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2958,2,12,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2959,1,1,1981,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2960,1,8,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,2961,2,3,1980,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2962,2,9,1981,1,1
0,0,0,0,0,0,0,0,0,0,0,0,2963,1,12,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2964,1,2,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2965,1,1,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2966,2,9,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,2967,1,8,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2968,1,5,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,2969,1,9,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,2970,2,4,1982,1,4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2971,1,2,1980,1,2
99,99,99,99,99,99,99,99,99,99,99,99,2972,1,8,1982,1,4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2973,1,4,1981,1,4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2974,2,6,1984,1,4
