"E8012001","E8012002","E8012003","E8012004","E8012005","E8012006","E8012007","E8012008","E8012009","E8012010","E8012011","E8012012","R0000100","R0536300","R0536401","R0536402","R1235800","R1482600"
99,99,99,99,99,99,99,99,99,99,99,99,4386,1,8,1981,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4387,1,4,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4388,2,3,1982,1,2
99,99,99,99,99,99,99,99,99,99,99,99,4389,1,2,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4390,1,8,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4391,2,6,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4392,2,9,1982,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4393,2,9,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4394,2,9,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4395,2,3,1984,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4396,1,10,1984,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4397,1,5,1984,1,2
99,99,99,99,99,99,99,99,99,99,99,99,4398,2,4,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4399,2,6,1982,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4400,2,12,1980,1,2
99,99,99,99,99,99,99,99,99,1,99,99,4401,1,12,1982,1,2
99,99,99,99,99,99,99,99,99,99,99,99,4402,1,7,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4403,1,9,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4404,2,6,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4405,1,5,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4406,2,10,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4407,1,9,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4408,2,4,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4409,2,7,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4410,2,11,1980,1,4
0,0,0,0,0,0,1,99,99,99,99,99,4411,1,5,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4412,2,10,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4413,1,9,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4414,2,11,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4415,1,7,1981,1,2
0,0,0,0,0,0,0,0,1,99,99,99,4416,1,11,1982,1,2
99,99,99,99,99,99,99,99,1,99,99,99,4417,2,4,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4418,2,1,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4419,2,9,1984,1,4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4420,1,5,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4421,1,10,1982,1,1
99,99,99,99,99,99,99,99,99,99,99,99,4422,1,4,1980,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4423,2,8,1983,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4424,1,9,1983,1,1
99,99,99,99,99,99,99,99,99,99,99,99,4425,1,2,1984,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4426,1,8,1984,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4427,2,12,1980,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4428,2,5,1981,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4429,2,6,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4430,2,8,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4431,2,10,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4432,1,4,1984,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4433,2,6,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4434,2,7,1983,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4435,2,6,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4436,1,12,1981,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4437,1,1,1984,1,1
99,99,99,99,99,99,99,99,99,99,99,99,4438,2,8,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4439,2,3,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4440,1,4,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4441,1,9,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4442,2,9,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4443,2,4,1982,1,4
99,99,99,1,99,99,99,99,99,99,99,99,4444,1,4,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4445,1,4,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4446,1,7,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4447,2,3,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4448,1,9,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4449,2,4,1981,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4450,1,9,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4451,1,8,1982,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4452,2,7,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4453,1,9,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4454,1,5,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4455,1,11,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4456,1,9,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4457,1,12,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4458,1,7,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4459,2,6,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4460,1,1,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4461,2,12,1981,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4462,2,4,1984,1,2
0,0,1,99,99,99,99,99,99,99,99,99,4463,1,10,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4464,1,5,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4465,2,11,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4466,1,1,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4467,2,9,1981,1,4
0,1,99,99,99,99,99,99,99,99,99,99,4468,1,4,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4469,2,4,1984,1,4
0,0,0,0,0,0,1,99,99,99,99,99,4470,2,5,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4471,2,6,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4472,1,6,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4473,2,5,1980,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4474,2,6,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4475,1,3,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4476,2,5,1982,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4477,1,1,1980,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4478,2,6,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4479,1,6,1984,1,4
0,0,0,0,0,0,0,0,0,0,1,99,4480,2,6,1984,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4481,1,5,1983,1,2
99,99,99,99,99,99,99,99,99,99,99,1,4482,1,4,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4483,1,11,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4484,1,7,1983,1,4
0,0,1,1,99,99,99,99,99,99,99,99,4485,1,5,1981,1,2
99,99,99,99,99,99,99,99,99,99,99,99,4486,1,9,1984,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4487,2,10,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4488,2,8,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4489,1,10,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4490,2,7,1983,1,2
0,0,0,0,0,0,0,0,0,0,1,99,4491,1,9,1984,1,2
99,99,99,99,99,99,99,99,99,99,99,99,4492,1,6,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4493,2,1,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4494,1,7,1984,1,2
99,99,99,99,99,99,99,99,99,99,99,99,4495,2,6,1982,1,2
99,99,99,99,99,99,99,99,99,99,99,99,4496,2,1,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4497,1,8,1980,1,2
99,99,99,99,99,99,99,99,99,99,99,99,4498,1,1,1983,1,2
99,99,99,99,99,99,99,99,99,99,99,99,4499,2,8,1984,1,2
99,99,99,99,99,99,99,99,99,99,99,99,4500,1,1,1984,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4501,2,3,1984,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4502,1,8,1984,1,2
1,99,99,99,99,99,99,99,99,99,99,99,4503,1,10,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4504,2,8,1982,1,2
99,99,99,99,99,99,99,99,99,99,99,99,4505,1,9,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4506,1,1,1983,1,4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4507,1,9,1980,1,4
99,99,99,99,99,99,99,99,99,1,99,99,4508,2,5,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4509,1,3,1982,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4510,2,6,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4511,1,6,1984,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4512,2,7,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4513,1,9,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4514,1,1,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4515,1,1,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4516,1,9,1981,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4517,2,8,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4518,1,11,1981,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4519,1,10,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4520,1,1,1982,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4521,2,12,1982,1,2
99,99,99,99,99,99,99,99,99,99,99,99,4522,1,6,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4523,2,9,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4524,2,2,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4525,1,8,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4526,1,3,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4527,1,10,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4528,1,2,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4529,2,3,1983,1,4
0,0,0,0,0,0,0,1,99,99,99,99,4530,1,4,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4531,2,9,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4532,2,9,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4533,1,11,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4534,2,8,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4535,1,9,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4536,2,6,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4537,1,3,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4539,2,6,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4540,1,11,1982,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4541,2,5,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4542,2,9,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4543,1,12,1984,1,2
99,99,99,99,99,99,99,99,99,99,99,99,4544,1,11,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4545,1,1,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4546,1,3,1982,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4547,1,3,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4548,2,5,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4549,2,2,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4550,2,5,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4551,1,5,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4552,2,9,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4553,2,1,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4554,2,5,1982,1,4
0,0,0,0,0,0,0,0,0,1,99,99,4555,1,2,1981,1,2
0,0,0,0,0,0,0,0,1,99,99,99,4556,2,3,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4557,2,8,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4558,2,11,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4559,2,11,1981,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4560,2,9,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4561,2,11,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4562,1,11,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4563,2,8,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4564,1,12,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4565,2,9,1984,1,4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4566,2,9,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4567,1,1,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4568,2,8,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4569,1,9,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4570,1,9,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4571,1,5,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4572,1,10,1980,1,3
99,99,99,99,1,99,99,99,99,99,99,99,4573,1,10,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4574,1,6,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4575,2,1,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4576,1,10,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4577,1,10,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4578,2,7,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4579,2,5,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4580,1,11,1983,1,4
0,0,0,0,0,0,0,1,99,99,99,99,4581,2,1,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4582,1,7,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4583,2,11,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4584,2,10,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4585,1,2,1982,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4586,1,7,1982,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4587,1,11,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4588,2,11,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4589,1,7,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4590,2,3,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4591,1,9,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4592,1,2,1984,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4593,2,12,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4594,2,3,1984,1,3
0,0,0,0,0,0,0,0,0,0,0,0,4595,2,11,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4596,1,3,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4597,2,4,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4598,2,6,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4599,2,8,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4600,1,4,1980,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4601,2,10,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4602,1,2,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4603,2,10,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4604,1,10,1980,1,4
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4605,2,1,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4606,1,10,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4607,2,3,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4608,2,3,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4609,1,4,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4610,2,4,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4611,2,1,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4612,2,9,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4613,1,11,1980,1,3
0,0,0,0,0,0,0,0,0,0,0,0,4614,1,3,1981,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4615,1,1,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4616,1,12,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4617,1,1,1981,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4618,2,8,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4619,2,9,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4620,2,8,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4621,2,6,1983,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4622,1,6,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4623,1,2,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4624,1,8,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4625,1,2,1982,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4626,2,6,1982,1,4
99,1,1,1,99,99,99,99,1,99,1,99,4627,1,8,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4628,2,2,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4629,1,4,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4630,2,1,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4631,1,8,1982,1,3
99,99,99,99,99,99,99,99,99,99,99,99,4632,1,8,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4633,2,11,1983,1,3
0,0,0,0,0,0,0,0,0,0,0,0,4634,2,9,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4635,2,11,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4636,1,11,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4637,1,12,1981,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4638,1,9,1983,1,2
99,99,99,99,99,99,99,99,99,99,99,99,4639,1,6,1983,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4640,1,1,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4641,1,10,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4642,1,1,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4643,1,2,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4644,1,6,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4645,1,2,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4646,1,10,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4647,2,9,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4648,2,7,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4649,2,4,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4650,2,3,1980,1,1
99,99,99,99,99,99,99,99,99,99,99,99,4651,2,5,1983,1,1
0,0,0,1,99,99,99,99,99,99,99,99,4652,2,8,1980,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4653,1,1,1983,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4654,1,9,1982,1,1
99,99,99,99,99,99,99,99,99,99,99,99,4655,2,7,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4656,2,2,1980,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4657,2,7,1982,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4658,2,1,1980,1,1
-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,4659,1,11,1981,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4660,1,2,1980,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4661,1,10,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4662,2,12,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4663,1,10,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4664,2,10,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4665,1,7,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4666,1,4,1982,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4667,2,12,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4668,1,3,1982,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4669,1,11,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4670,2,12,1981,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4671,2,9,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4672,2,5,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4673,2,7,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4674,2,11,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4675,2,11,1980,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4676,2,4,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4677,2,12,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4678,2,5,1981,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4679,1,1,1983,1,2
99,99,99,99,99,99,99,99,99,99,99,99,4680,1,8,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4681,1,7,1984,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4682,1,3,1980,1,3
0,0,0,0,0,0,0,0,0,0,0,0,4683,2,12,1981,1,3
0,0,0,0,0,0,0,0,0,0,0,0,4684,2,9,1983,1,3
0,0,0,0,0,0,0,0,0,0,0,0,4685,2,6,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4686,2,4,1982,1,3
0,0,0,0,0,0,0,0,0,0,0,0,4687,2,12,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4688,2,9,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4689,2,5,1983,1,4
99,99,99,99,99,99,99,99,99,99,1,99,4690,1,4,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4691,1,3,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4692,1,1,1980,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4693,1,6,1981,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4694,2,6,1984,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4695,2,2,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4696,2,2,1981,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4697,2,3,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4698,2,8,1981,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4699,2,8,1981,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4700,2,10,1982,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4701,1,10,1984,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4702,1,4,1984,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4703,1,8,1982,1,3
0,0,0,0,0,0,0,0,0,0,0,0,4704,2,7,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4705,1,5,1981,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4706,2,8,1981,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4707,2,9,1984,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4708,2,3,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4709,1,1,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4710,1,6,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4711,2,9,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4712,1,10,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4713,1,1,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4714,2,5,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4715,2,1,1982,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4716,2,6,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4717,1,8,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4718,2,9,1981,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4719,2,3,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4720,2,4,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4721,2,2,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4722,2,4,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4723,2,7,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4724,1,2,1980,1,3
0,0,0,0,0,0,0,0,0,0,0,0,4725,2,3,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4726,2,7,1981,1,4
0,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,4727,1,11,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4728,2,4,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4729,2,11,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4730,2,5,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4731,1,5,1981,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4732,2,10,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4733,2,1,1984,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4734,1,1,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4735,1,3,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4736,1,8,1984,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4737,1,2,1982,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4738,2,7,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4739,2,3,1982,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4740,1,8,1980,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4741,2,10,1982,1,2
99,99,99,99,99,99,99,99,99,99,99,99,4742,2,8,1981,1,2
1,99,99,99,99,99,99,99,99,99,99,99,4743,1,10,1982,1,1
0,1,99,99,99,99,99,99,99,99,99,99,4744,1,8,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4745,1,1,1983,1,2
0,0,0,0,0,0,0,0,0,0,0,0,4746,1,2,1983,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4747,2,1,1980,1,1
0,0,0,0,0,0,0,0,0,0,0,0,4748,2,1,1983,1,4
99,99,99,99,99,99,99,99,99,99,99,99,4749,1,4,1980,1,4
0,0,0,0,0,0,0,0,0,0,0,0,4750,1,12,1982,1,4
